full_name,id,run_uuid,created_at,updated_at,repository_id,period_start_date,period_end_date,previous_period_start_date,previous_period_end_date,interval_weeks,sticky_metric_score,magnet_metric_score,Quadrant (calculated median),Transition,SIG change,developers_new_current_period,developers_total,developers_with_contributions_previous_period,developers_with_contributions_current_period,developers_with_contributions_previous_and_current_period,issues_count_current_period,issues_count_total,stargazers_count_current_period,stargazers_count_total,pull_requests_count_current_period,pull_requests_count_total,forks_count_current_period,forks_count_total,checkout_sha,Unnamed: 30,bugs_current_period,bugs_total,bugs_closed_current_period,bugs_closed_total,support_current_period,support_total,support_closed_current_period,support_closed_total,total_loc,total_kloc,total_lines,sig_volume_ranking,sig_volume_ranking_numeric,loc_complexity_per_risk,percentage_complexity_per_risk,loc_unit_size_per_risk,percentage_unit_size_per_risk,sig_complexity_ranking,sig_complexity_ranking_value,sig_unit_size_ranking,sig_unit_size_ranking_value,duplication_line_count,duplication_block_count,duplication_percentage,sig_duplication_ranking,sig_duplication_ranking_numeric,sig_analysability_ranking,sig_analysability_ranking_numeric,sig_changeability_ranking,sig_changeability_ranking_numeric,sig_testability_ranking,sig_testability_ranking_numeric,sig_overall_ranking_numeric,issues_average_duration_days,comments_total,comments_relevant_percentage,comments_relevant,comments_relevant_loc,comments_copyright,comments_copyright_loc,comments_auxiliary,comments_auxiliary_loc,comments_loc,comments_percentage,sig_comments_ranking,sig_comments_ranking_numeric,sig_analysability_ranking_no_unit_tests,sig_changeability_ranking_no_unit_tests,sig_testability_ranking_no_unit_tests,sig_overall_ranking_numeric_no_unit_tests
hneemann/Digital,2.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:15,2024-01-25 21:15,6347.0,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26.0,"0,2","0,27272727",Fluctuating,Fluctuating -> Fluctuating,SAME,9.0,33.0,5.0,10.0,1.0,123.0,404.0,127.0,453.0,9.0,45.0,20.0,62.0,e56963dc9ed30a15e55240576b5addcae8ff9d62,,18.0,62.0,17.0,61.0,39.0,89.0,39.0,89.0,52094.0,52.0,73673.0,++,5.0,low: 34092 *** moderate: 3266 *** high: 954 *** very_high: 0 ***,low: 65.443 *** moderate: 6.269 *** high: 1.831 *** very_high: 0 ***,low: 30993 *** moderate: 2646 *** high: 2368 *** very_high: 2305 ***,low: 59.494 *** moderate: 5.079 *** high: 4.546 *** very_high: 4.425 ***,+,4.0,+,4.0,1229.0,323.0,"2,36",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"7,141",4885.0,85.0,4129.0,18105.0,719.0,3603.0,37.0,43.0,21751.0,30.0,+,4.0,5.0,4.0,4.0,4.0
hneemann/Digital,3.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:15,2024-01-25 21:15,6347.0,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26.0,"0,1","0,08333333",Fluctuating,Fluctuating -> Fluctuating,SAME,3.0,36.0,10.0,5.0,1.0,86.0,490.0,197.0,650.0,4.0,49.0,29.0,91.0,d51825caf867a25c5e8e5dc330c4adcbf2344522,,8.0,70.0,8.0,69.0,35.0,124.0,35.0,124.0,53657.0,54.0,76030.0,++,5.0,low: 35147 *** moderate: 3312 *** high: 1021 *** very_high: 0 ***,low: 65.503 *** moderate: 6.173 *** high: 1.903 *** very_high: 0 ***,low: 31993 *** moderate: 2850 *** high: 2240 *** very_high: 2397 ***,low: 59.625 *** moderate: 5.312 *** high: 4.175 *** very_high: 4.467 ***,+,4.0,+,4.0,1230.0,325.0,"2,29",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"8,7866",5065.0,85.0,4280.0,18768.0,748.0,3748.0,37.0,43.0,22559.0,30.0,+,4.0,5.0,4.0,4.0,4.0
hneemann/Digital,4.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:15,2024-01-25 21:15,6347.0,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26.0,"0,6","0,05263158",Stagnant,Fluctuating -> Stagnant,SAME,2.0,38.0,5.0,5.0,3.0,95.0,585.0,296.0,946.0,9.0,58.0,29.0,120.0,b7a761629155c62e7b3df9145dc8fae32717d830,,12.0,82.0,12.0,81.0,18.0,142.0,17.0,141.0,55773.0,56.0,78856.0,++,5.0,low: 36573 *** moderate: 3351 *** high: 1058 *** very_high: 0 ***,low: 65.575 *** moderate: 6.008 *** high: 1.897 *** very_high: 0 ***,low: 33236 *** moderate: 2945 *** high: 2390 *** very_high: 2411 ***,low: 59.592 *** moderate: 5.28 *** high: 4.285 *** very_high: 4.323 ***,+,4.0,+,4.0,1245.0,332.0,"2,23",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"7,9537",5221.0,85.0,4418.0,19386.0,766.0,3838.0,37.0,43.0,23267.0,30.0,+,4.0,5.0,4.0,4.0,4.0
hneemann/Digital,5.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:15,2024-01-25 21:15,6347.0,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26.0,"0,8","0,20833333",Attractive,Stagnant -> Attractive,SAME,10.0,48.0,5.0,15.0,4.0,125.0,710.0,793.0,1739.0,22.0,80.0,49.0,169.0,9aa2c6ccd06a46acc430beec351391fbc7a2c2c2,,13.0,95.0,12.0,93.0,27.0,169.0,27.0,168.0,58425.0,58.0,82249.0,++,5.0,low: 38188 *** moderate: 3393 *** high: 1228 *** very_high: 0 ***,low: 65.362 *** moderate: 5.807 *** high: 2.102 *** very_high: 0 ***,low: 34791 *** moderate: 3100 *** high: 2481 *** very_high: 2437 ***,low: 59.548 *** moderate: 5.306 *** high: 4.246 *** very_high: 4.171 ***,+,4.0,+,4.0,1277.0,331.0,"2,19",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"7,2654",5430.0,85.0,4602.0,20033.0,791.0,3963.0,37.0,43.0,24039.0,29.0,+,4.0,5.0,4.0,4.0,4.0
hneemann/Digital,6.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:15,2024-01-25 21:15,6347.0,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26.0,"0,33333333","0,05882353",Stagnant,Attractive -> Stagnant,SAME,3.0,51.0,15.0,8.0,5.0,70.0,780.0,345.0,2084.0,11.0,91.0,42.0,211.0,1951d7aee84ae756e42f72c05faae7d19ad681ac,,3.0,98.0,3.0,96.0,14.0,183.0,14.0,182.0,58865.0,59.0,82832.0,++,5.0,low: 38449 *** moderate: 3380 *** high: 1306 *** very_high: 0 ***,low: 65.317 *** moderate: 5.742 *** high: 2.219 *** very_high: 0 ***,low: 34961 *** moderate: 3088 *** high: 2635 *** very_high: 2451 ***,low: 59.392 *** moderate: 5.246 *** high: 4.476 *** very_high: 4.164 ***,+,4.0,+,4.0,1286.0,333.0,"2,18",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"10,3717",5461.0,85.0,4633.0,20205.0,791.0,3963.0,37.0,43.0,24211.0,29.0,+,4.0,5.0,4.0,4.0,4.0
hneemann/Digital,7.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:15,2024-01-25 21:15,6347.0,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26.0,"0,375","0,07272727",Attractive,Stagnant -> Attractive,SAME,4.0,55.0,8.0,7.0,3.0,54.0,834.0,299.0,2383.0,10.0,101.0,40.0,251.0,86896b81a7f32bb25b7924ecccc875c4629e2880,,6.0,104.0,4.0,100.0,8.0,191.0,8.0,190.0,59163.0,59.0,83259.0,++,5.0,low: 38642 *** moderate: 3385 *** high: 1308 *** very_high: 0 ***,low: 65.314 *** moderate: 5.721 *** high: 2.211 *** very_high: 0 ***,low: 35107 *** moderate: 3080 *** high: 2679 *** very_high: 2469 ***,low: 59.339 *** moderate: 5.206 *** high: 4.528 *** very_high: 4.173 ***,+,4.0,+,4.0,1287.0,333.0,"2,18",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"10,2585",5488.0,85.0,4659.0,20352.0,792.0,3968.0,37.0,43.0,24363.0,29.0,+,4.0,5.0,4.0,4.0,4.0
hneemann/Digital,8.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:15,2024-01-25 21:15,6347.0,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26.0,"0,42857143","0,16666667",Attractive,Attractive -> Attractive,SAME,11.0,66.0,7.0,14.0,3.0,57.0,891.0,383.0,2766.0,10.0,111.0,42.0,293.0,676636766a2091f615ed22f982816b7d05a9a5f0,,2.0,106.0,2.0,102.0,3.0,194.0,3.0,193.0,59258.0,59.0,83381.0,++,5.0,low: 38745 *** moderate: 3385 *** high: 1308 *** very_high: 0 ***,low: 65.384 *** moderate: 5.712 *** high: 2.207 *** very_high: 0 ***,low: 35122 *** moderate: 3112 *** high: 2725 *** very_high: 2479 ***,low: 59.27 *** moderate: 5.252 *** high: 4.599 *** very_high: 4.183 ***,+,4.0,+,4.0,1274.0,329.0,"2,15",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"10,3998",5493.0,85.0,4664.0,20379.0,792.0,3968.0,37.0,43.0,24390.0,29.0,+,4.0,5.0,4.0,4.0,4.0
google/bundletool,10.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:21,2024-01-25 21:21,6172.0,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26.0,"0,16666667","0,31578947",Fluctuating,Fluctuating -> Fluctuating,SAME,6.0,19.0,6.0,8.0,1.0,51.0,135.0,297.0,1385.0,7.0,17.0,50.0,125.0,8f922cf4b24bb1714d06cfa303d8e79e81b71a91,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21514.0,22.0,28287.0,++,5.0,low: 12308 *** moderate: 898 *** high: 182 *** very_high: 0 ***,low: 57.209 *** moderate: 4.174 *** high: 0.846 *** very_high: 0 ***,low: 10853 *** moderate: 1482 *** high: 699 *** very_high: 354 ***,low: 50.446 *** moderate: 6.889 *** high: 3.249 *** very_high: 1.645 ***,+,4.0,++,5.0,220.0,66.0,"1,02",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"21,6915",1403.0,80.0,1122.0,2932.0,231.0,3461.0,50.0,50.0,6443.0,23.0,+,4.0,5.0,4.0,5.0,5.0
google/bundletool,11.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:21,2024-01-25 21:21,6172.0,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26.0,"0,125","0,20833333",Fluctuating,Fluctuating -> Fluctuating,SAME,5.0,24.0,8.0,6.0,1.0,27.0,162.0,272.0,1657.0,4.0,21.0,33.0,158.0,ae0fc0162fd80d92ef8f4ef4527c066f0106942f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23593.0,24.0,30793.0,++,5.0,low: 13436 *** moderate: 970 *** high: 213 *** very_high: 0 ***,low: 56.949 *** moderate: 4.111 *** high: 0.903 *** very_high: 0 ***,low: 11782 *** moderate: 1615 *** high: 677 *** very_high: 545 ***,low: 49.939 *** moderate: 6.845 *** high: 2.869 *** very_high: 2.31 ***,+,4.0,++,5.0,288.0,84.0,"1,22",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"55,9225",1490.0,80.0,1190.0,3116.0,245.0,3675.0,55.0,55.0,6846.0,22.0,+,4.0,5.0,4.0,5.0,5.0
google/bundletool,12.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:21,2024-01-25 21:21,6172.0,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26.0,"0,33333333","0,14285714",Attractive,Fluctuating -> Attractive,SAME,4.0,28.0,6.0,6.0,2.0,27.0,189.0,195.0,1852.0,3.0,24.0,42.0,200.0,f5c6dc66f7e96d86de44ee96ce82fbd6c51dafbf,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25607.0,26.0,33519.0,++,5.0,low: 14309 *** moderate: 1005 *** high: 214 *** very_high: 0 ***,low: 55.879 *** moderate: 3.925 *** high: 0.836 *** very_high: 0 ***,low: 12530 *** moderate: 1852 *** high: 697 *** very_high: 449 ***,low: 48.932 *** moderate: 7.232 *** high: 2.722 *** very_high: 1.753 ***,+,4.0,++,5.0,301.0,82.0,"1,18",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"84,4939",1592.0,79.0,1265.0,3366.0,271.0,4065.0,56.0,56.0,7487.0,22.0,+,4.0,5.0,4.0,5.0,5.0
google/bundletool,13.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:21,2024-01-25 21:21,6172.0,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26.0,"0,16666667",0,Terminal,Attractive -> Terminal,SAME,0.0,28.0,6.0,1.0,1.0,28.0,217.0,198.0,2050.0,0.0,24.0,22.0,222.0,7e12a2401715abdae9ac696c81f549c81fabe08e,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28305.0,28.0,36816.0,++,5.0,low: 15689 *** moderate: 1088 *** high: 214 *** very_high: 0 ***,low: 55.428 *** moderate: 3.844 *** high: 0.756 *** very_high: 0 ***,low: 13641 *** moderate: 2080 *** high: 736 *** very_high: 534 ***,low: 48.193 *** moderate: 7.349 *** high: 2.6 *** very_high: 1.887 ***,+,4.0,++,5.0,424.0,119.0,"1,5",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"88,016",1701.0,79.0,1348.0,3569.0,294.0,4410.0,59.0,59.0,8038.0,22.0,+,4.0,5.0,4.0,5.0,5.0
google/bundletool,14.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:21,2024-01-25 21:21,6172.0,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26.0,1,"0,09677419",Attractive,Terminal -> Attractive,SAME,3.0,31.0,1.0,4.0,1.0,36.0,253.0,360.0,2410.0,1.0,25.0,61.0,283.0,2f2bb4b65444ec64bc89bb7db6fc4d86b7323cb9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29627.0,30.0,38420.0,++,5.0,low: 16429 *** moderate: 1100 *** high: 217 *** very_high: 0 ***,low: 55.453 *** moderate: 3.713 *** high: 0.732 *** very_high: 0 ***,low: 14196 *** moderate: 2166 *** high: 850 *** very_high: 534 ***,low: 47.916 *** moderate: 7.311 *** high: 2.869 *** very_high: 1.802 ***,+,4.0,++,5.0,437.0,123.0,"1,48",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"84,125",1775.0,79.0,1410.0,3700.0,303.0,4545.0,62.0,62.0,8307.0,22.0,+,4.0,5.0,4.0,5.0,5.0
google/bundletool,15.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:21,2024-01-25 21:21,6172.0,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26.0,"0,25","0,11428571",Attractive,Attractive -> Attractive,SAME,4.0,35.0,4.0,5.0,1.0,33.0,286.0,256.0,2666.0,3.0,28.0,36.0,319.0,1082065796c1a67826b6e962d764d51b97f8982f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34076.0,34.0,44040.0,++,5.0,low: 18827 *** moderate: 1097 *** high: 318 *** very_high: 0 ***,low: 55.25 *** moderate: 3.219 *** high: 0.933 *** very_high: 0 ***,low: 16535 *** moderate: 2099 *** high: 971 *** very_high: 637 ***,low: 48.524 *** moderate: 6.16 *** high: 2.85 *** very_high: 1.869 ***,+,4.0,++,5.0,729.0,188.0,"2,14",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"80,4897",1982.0,79.0,1565.0,4091.0,349.0,5235.0,68.0,68.0,9394.0,21.0,+,4.0,5.0,4.0,5.0,5.0
google/bundletool,16.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:21,2024-01-25 21:21,6172.0,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26.0,"0,2","0,05405405",Terminal,Attractive -> Terminal,SAME,2.0,37.0,5.0,3.0,1.0,16.0,302.0,207.0,2873.0,1.0,29.0,26.0,345.0,9e554accda3b29faa485431f754aaed94ea38f52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37009.0,37.0,47492.0,++,5.0,low: 20599 *** moderate: 1061 *** high: 367 *** very_high: 51 ***,low: 55.659 *** moderate: 2.867 *** high: 0.992 *** very_high: 0.138 ***,low: 18020 *** moderate: 2198 *** high: 1204 *** very_high: 656 ***,low: 48.691 *** moderate: 5.939 *** high: 3.253 *** very_high: 1.773 ***,-,2.0,++,5.0,832.0,224.0,"2,25",++,5.0,+,5.0,+,4.0,o,4.0,4.0,"85,069",2089.0,79.0,1654.0,4323.0,367.0,5505.0,68.0,68.0,9896.0,21.0,+,4.0,5.0,4.0,4.0,4.0
AxonFramework/AxonFramework,18.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:34,2024-01-25 21:34,6194.0,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26.0,"0,4","0,0631068",Attractive,Fluctuating -> Attractive,SAME,13.0,206.0,30.0,27.0,12.0,165.0,1296.0,205.0,1815.0,83.0,556.0,58.0,498.0,0ff9860a4c782f54fd0410d392030119ba04069f,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41661.0,42.0,81219.0,++,5.0,low: 27618 *** moderate: 398 *** high: 0 *** very_high: 0 ***,low: 66.292 *** moderate: 0.955 *** high: 0 *** very_high: 0 ***,low: 25953 *** moderate: 1115 *** high: 778 *** very_high: 170 ***,low: 62.296 *** moderate: 2.676 *** high: 1.867 *** very_high: 0.408 ***,++,5.0,++,5.0,873.0,235.0,"2,1",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"62,7755",4821.0,71.0,3406.0,22982.0,1401.0,16584.0,14.0,14.0,39580.0,49.0,o,3.0,5.0,4.0,5.0,5.0
AxonFramework/AxonFramework,19.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:34,2024-01-25 21:34,6194.0,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26.0,"0,40740741","0,06363636",Attractive,Attractive -> Attractive,SAME,14.0,220.0,27.0,29.0,11.0,157.0,1453.0,174.0,1989.0,80.0,636.0,45.0,543.0,0f81708cdc145726b9a836c4b08462c3720103d1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45307.0,45.0,88403.0,++,5.0,low: 29797 *** moderate: 459 *** high: 0 *** very_high: 0 ***,low: 65.767 *** moderate: 1.013 *** high: 0 *** very_high: 0 ***,low: 28078 *** moderate: 1016 *** high: 920 *** very_high: 242 ***,low: 61.973 *** moderate: 2.242 *** high: 2.031 *** very_high: 0.534 ***,++,5.0,++,5.0,863.0,247.0,"1,9",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"62,1353",5236.0,71.0,3725.0,25542.0,1493.0,17564.0,18.0,18.0,43124.0,49.0,o,3.0,5.0,4.0,5.0,5.0
AxonFramework/AxonFramework,20.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:34,2024-01-25 21:34,6194.0,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26.0,"0,34482759","0,030837",Stagnant,Attractive -> Stagnant,SAME,7.0,227.0,29.0,21.0,10.0,193.0,1646.0,190.0,2179.0,131.0,767.0,40.0,583.0,92203c326e2c87d3144199a6cdab4e93bff42935,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44285.0,44.0,87064.0,++,5.0,low: 28878 *** moderate: 389 *** high: 0 *** very_high: 0 ***,low: 65.209 *** moderate: 0.878 *** high: 0 *** very_high: 0 ***,low: 27368 *** moderate: 1058 *** high: 600 *** very_high: 241 ***,low: 61.8 *** moderate: 2.389 *** high: 1.355 *** very_high: 0.544 ***,++,5.0,++,5.0,878.0,257.0,"1,98",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"59,0462",5217.0,71.0,3708.0,25089.0,1496.0,17702.0,13.0,13.0,42804.0,49.0,o,3.0,5.0,4.0,5.0,5.0
AxonFramework/AxonFramework,21.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:34,2024-01-25 21:34,6194.0,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26.0,"0,47619048","0,05020921",Stagnant,Stagnant -> Stagnant,SAME,12.0,239.0,21.0,23.0,10.0,203.0,1849.0,192.0,2371.0,156.0,923.0,37.0,620.0,a7cce810cc60f8a928dc9fc675ff4fb86555538e,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46881.0,47.0,91755.0,++,5.0,low: 30354 *** moderate: 449 *** high: 0 *** very_high: 0 ***,low: 64.747 *** moderate: 0.958 *** high: 0 *** very_high: 0 ***,low: 28839 *** moderate: 1061 *** high: 586 *** very_high: 317 ***,low: 61.515 *** moderate: 2.263 *** high: 1.25 *** very_high: 0.676 ***,++,5.0,++,5.0,984.0,279.0,"2,1",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"55,742",5519.0,72.0,3973.0,26806.0,1530.0,18078.0,16.0,16.0,44900.0,49.0,o,3.0,5.0,4.0,5.0,5.0
AxonFramework/AxonFramework,22.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:34,2024-01-25 21:34,6194.0,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26.0,"0,30434783","0,044",Stagnant,Stagnant -> Stagnant,SAME,11.0,250.0,23.0,20.0,7.0,204.0,2053.0,152.0,2523.0,168.0,1091.0,40.0,660.0,6c2f52b2c8d0348a84fde1f540a836b82b1823c5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47652.0,48.0,93131.0,++,5.0,low: 30783 *** moderate: 552 *** high: 0 *** very_high: 0 ***,low: 64.6 *** moderate: 1.158 *** high: 0 *** very_high: 0 ***,low: 29271 *** moderate: 1145 *** high: 587 *** very_high: 332 ***,low: 61.427 *** moderate: 2.403 *** high: 1.232 *** very_high: 0.697 ***,++,5.0,++,5.0,1042.0,296.0,"2,19",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"52,9603",5582.0,72.0,4021.0,27227.0,1545.0,18262.0,16.0,16.0,45505.0,49.0,o,3.0,5.0,4.0,5.0,5.0
AxonFramework/AxonFramework,23.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:34,2024-01-25 21:34,6194.0,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26.0,"0,45","0,05660377",Stagnant,Stagnant -> Stagnant,SAME,15.0,265.0,20.0,31.0,9.0,204.0,2257.0,238.0,2761.0,160.0,1251.0,47.0,707.0,ba70f0f5bad4e9a86f4d2e7ea0efd2f9f4987d36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50517.0,51.0,98025.0,++,5.0,low: 32345 *** moderate: 597 *** high: 0 *** very_high: 0 ***,low: 64.028 *** moderate: 1.182 *** high: 0 *** very_high: 0 ***,low: 30702 *** moderate: 1322 *** high: 589 *** very_high: 329 ***,low: 60.776 *** moderate: 2.617 *** high: 1.166 *** very_high: 0.651 ***,++,5.0,++,5.0,992.0,286.0,"1,96",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"53,2052",5819.0,72.0,4181.0,28309.0,1621.0,19211.0,17.0,17.0,47537.0,48.0,o,3.0,5.0,4.0,5.0,5.0
AxonFramework/AxonFramework,24.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:34,2024-01-25 21:34,6194.0,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26.0,"0,38709677","0,0569395",Stagnant,Stagnant -> Stagnant,SAME,16.0,281.0,31.0,29.0,12.0,266.0,2523.0,152.0,2913.0,191.0,1442.0,25.0,732.0,a1c7b6c69815292280f7912375dcb8d56442ba69,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54967.0,55.0,106057.0,++,5.0,low: 35324 *** moderate: 675 *** high: 0 *** very_high: 0 ***,low: 64.264 *** moderate: 1.228 *** high: 0 *** very_high: 0 ***,low: 33478 *** moderate: 1509 *** high: 676 *** very_high: 336 ***,low: 60.906 *** moderate: 2.745 *** high: 1.23 *** very_high: 0.611 ***,++,5.0,++,5.0,1055.0,303.0,"1,92",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"51,2964",6257.0,72.0,4507.0,30474.0,1734.0,20629.0,16.0,16.0,51119.0,48.0,o,3.0,5.0,4.0,5.0,5.0
halirutan/IntelliJ-Key-Promoter-X,26.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:35,2024-01-25 21:35,6340.0,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26.0,1,0,Stagnant,Stagnant -> Stagnant,SAME,0.0,4.0,1.0,2.0,1.0,9.0,45.0,945.0,1427.0,0.0,1.0,12.0,23.0,8cd3aa7988431dc60c1e0d8ef6e8bf0b9dc40ae4,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1253.0,1.0,1726.0,++,5.0,low: 733 *** moderate: 88 *** high: 0 *** very_high: 0 ***,low: 58.5 *** moderate: 7.023 *** high: 0 *** very_high: 0 ***,low: 821 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 65.523 *** moderate: 0 *** high: 0 *** very_high: 0 ***,++,5.0,++,5.0,12.0,2.0,"0,96",++,5.0,+,5.0,++,5.0,+,5.0,5.0,"49,2558",73.0,56.0,41.0,165.0,32.0,308.0,0.0,0.0,473.0,27.0,+,4.0,5.0,5.0,5.0,5.0
halirutan/IntelliJ-Key-Promoter-X,27.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:35,2024-01-25 21:35,6340.0,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26.0,1,"0,42857143",Attractive,Stagnant -> Attractive,SAME,3.0,7.0,2.0,5.0,2.0,16.0,61.0,620.0,2047.0,3.0,4.0,17.0,40.0,cf0d6c62846f8c759401c4ce75df3ec7ccb09d6d,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1221.0,1.0,1705.0,++,5.0,low: 726 *** moderate: 71 *** high: 0 *** very_high: 0 ***,low: 59.459 *** moderate: 5.815 *** high: 0 *** very_high: 0 ***,low: 797 *** moderate: 0 *** high: 0 *** very_high: 0 ***,low: 65.274 *** moderate: 0 *** high: 0 *** very_high: 0 ***,++,5.0,++,5.0,12.0,2.0,"0,98",++,5.0,+,5.0,++,5.0,+,5.0,5.0,"50,9464",74.0,57.0,42.0,166.0,32.0,318.0,0.0,0.0,484.0,28.0,+,4.0,5.0,5.0,5.0,5.0
halirutan/IntelliJ-Key-Promoter-X,28.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 21:35,2024-01-25 21:35,6340.0,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26.0,"0,2","0,3",Fluctuating,Attractive -> Fluctuating,SAME,3.0,10.0,5.0,4.0,1.0,14.0,75.0,231.0,2278.0,3.0,7.0,9.0,49.0,f360a15591bab3005fdb0b7d33f9d848adb0a05b,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1274.0,1.0,1771.0,++,5.0,low: 760 *** moderate: 84 *** high: 0 *** very_high: 0 ***,low: 59.655 *** moderate: 6.593 *** high: 0 *** very_high: 0 ***,low: 738 *** moderate: 106 *** high: 0 *** very_high: 0 ***,low: 57.928 *** moderate: 8.32 *** high: 0 *** very_high: 0 ***,++,5.0,++,5.0,14.0,4.0,"1,1",++,5.0,+,5.0,++,5.0,+,5.0,5.0,"47,8507",83.0,58.0,48.0,174.0,32.0,320.0,3.0,3.0,497.0,28.0,+,4.0,5.0,5.0,5.0,5.0
