full_name,id,run_uuid,created_at,updated_at,repository_id,period_start_date,period_end_date,previous_period_start_date,previous_period_end_date,interval_weeks,sticky_metric_score,magnet_metric_score,Quadrant (calculated median),Transition,SIG change,developers_new_current_period,developers_total,developers_with_contributions_previous_period,developers_with_contributions_current_period,developers_with_contributions_previous_and_current_period,issues_count_current_period,issues_count_total,stargazers_count_current_period,stargazers_count_total,pull_requests_count_current_period,pull_requests_count_total,forks_count_current_period,forks_count_total,checkout_sha,Unnamed: 30,bugs_current_period,bugs_total,bugs_closed_current_period,bugs_closed_total,support_current_period,support_total,support_closed_current_period,support_closed_total,total_loc,total_kloc,total_lines,sig_volume_ranking,sig_volume_ranking_numeric,loc_complexity_per_risk,percentage_complexity_per_risk,loc_unit_size_per_risk,percentage_unit_size_per_risk,sig_complexity_ranking,sig_complexity_ranking_value,sig_unit_size_ranking,sig_unit_size_ranking_value,duplication_line_count,duplication_block_count,duplication_percentage,sig_duplication_ranking,sig_duplication_ranking_numeric,sig_analysability_ranking,sig_analysability_ranking_numeric,sig_changeability_ranking,sig_changeability_ranking_numeric,sig_testability_ranking,sig_testability_ranking_numeric,sig_overall_ranking_numeric,issues_average_duration_days,comments_total,comments_relevant_percentage,comments_relevant,comments_relevant_loc,comments_copyright,comments_copyright_loc,comments_auxiliary,comments_auxiliary_loc,comments_loc,comments_percentage,sig_comments_ranking,sig_comments_ranking_numeric,sig_analysability_ranking_no_unit_tests,sig_changeability_ranking_no_unit_tests,sig_testability_ranking_no_unit_tests,sig_overall_ranking_numeric_no_unit_tests
assertj/assertj,102.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:33,2024-01-25 22:33,6714.0,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26.0,"0,17857143","0,06392694",Fluctuating,Attractive -> Fluctuating,SAME,28.0,438.0,56.0,41.0,10.0,177.0,2425.0,125.0,2054.0,108.0,1287.0,42.0,501.0,177b3cf7e10d49c98c0c840b9eefdf6a537b812b,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44110.0,44.0,133443.0,++,5.0,low: 32328 *** moderate: 532 *** high: 363 *** very_high: 165 ***,low: 73.29 *** moderate: 1.206 *** high: 0.823 *** very_high: 0.374 ***,low: 32476 *** moderate: 314 *** high: 218 *** very_high: 380 ***,low: 73.625 *** moderate: 0.712 *** high: 0.494 *** very_high: 0.861 ***,-,2.0,++,5.0,1375.0,277.0,"3,12",+,4.0,+,4.0,o,3.0,o,3.0,3.0,"62,3591",12530.0,87.0,10872.0,81580.0,1170.0,12110.0,488.0,488.0,94178.0,71.0,o,3.0,4.0,3.0,4.0,4.0
assertj/assertj,103.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:33,2024-01-25 22:33,6714.0,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26.0,"0,2195122","0,10061602",Fluctuating,Fluctuating -> Fluctuating,SAME,49.0,487.0,41.0,62.0,9.0,234.0,2659.0,102.0,2156.0,151.0,1438.0,50.0,551.0,c29f40901926c68b285af21195153088121b21bc,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45859.0,46.0,139071.0,++,5.0,low: 33863 *** moderate: 490 *** high: 391 *** very_high: 86 ***,low: 73.842 *** moderate: 1.068 *** high: 0.853 *** very_high: 0.188 ***,low: 34015 *** moderate: 268 *** high: 218 *** very_high: 329 ***,low: 74.173 *** moderate: 0.584 *** high: 0.475 *** very_high: 0.717 ***,-,2.0,++,5.0,1401.0,292.0,"3,06",+,4.0,+,4.0,o,3.0,o,3.0,3.0,"59,2176",13089.0,87.0,11354.0,85296.0,1197.0,12400.0,538.0,538.0,98234.0,71.0,o,3.0,4.0,3.0,4.0,4.0
assertj/assertj,104.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:33,2024-01-25 22:33,6714.0,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26.0,"0,22580645","0,06165703",Fluctuating,Fluctuating -> Fluctuating,SAME,32.0,519.0,62.0,49.0,14.0,195.0,2854.0,119.0,2275.0,143.0,1581.0,43.0,594.0,0af4710e7e4937f97bb6312ef1c132969b6b9e02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49019.0,49.0,147178.0,++,5.0,low: 36179 *** moderate: 490 *** high: 392 *** very_high: 86 ***,low: 73.806 *** moderate: 1 *** high: 0.8 *** very_high: 0.175 ***,low: 36331 *** moderate: 268 *** high: 218 *** very_high: 330 ***,low: 74.116 *** moderate: 0.547 *** high: 0.445 *** very_high: 0.673 ***,-,2.0,++,5.0,1479.0,314.0,"3,02",+,4.0,+,4.0,o,3.0,o,3.0,3.0,"65,4981",13617.0,86.0,11776.0,89331.0,1296.0,13425.0,545.0,545.0,103301.0,70.0,o,3.0,4.0,3.0,4.0,4.0
apache/maven-mvnd,107.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:35,2024-01-25 22:35,7014.0,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26.0,1,0,Stagnant,Fluctuating -> Stagnant,SAME,0.0,2.0,2.0,2.0,2.0,21.0,37.0,10.0,18.0,10.0,12.0,2.0,3.0,43b48b5f866042815a9e8f1dfd9b687d0783e8cc,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7241.0,7.0,8332.0,++,5.0,low: 4261 *** moderate: 749 *** high: 484 *** very_high: 229 ***,low: 58.845 *** moderate: 10.344 *** high: 6.684 *** very_high: 3.163 ***,low: 3608 *** moderate: 589 *** high: 686 *** very_high: 840 ***,low: 49.827 *** moderate: 8.134 *** high: 9.474 *** very_high: 11.601 ***,-,2.0,-,2.0,26.0,8.0,"0,36",++,5.0,+,4.0,o,3.0,-,2.0,3.0,"16,5172",310.0,71.0,221.0,390.0,43.0,622.0,46.0,52.0,1064.0,13.0,o,3.0,4.0,3.0,2.0,3.0
apache/maven-mvnd,108.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:35,2024-01-25 22:35,7014.0,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26.0,1,"0,8",Attractive,Stagnant -> Attractive,SAME,8.0,10.0,2.0,10.0,2.0,253.0,290.0,344.0,362.0,135.0,147.0,19.0,22.0,1c610c3412027d2a5352fa95bb125dc228869229,,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,9192.0,9.0,10973.0,++,5.0,low: 5724 *** moderate: 884 *** high: 531 *** very_high: 171 ***,low: 62.272 *** moderate: 9.617 *** high: 5.777 *** very_high: 1.86 ***,low: 4738 *** moderate: 896 *** high: 587 *** very_high: 1089 ***,low: 51.545 *** moderate: 9.748 *** high: 6.386 *** very_high: 11.847 ***,-,2.0,-,2.0,66.0,20.0,"0,72",++,5.0,+,4.0,o,3.0,-,2.0,3.0,"8,295",411.0,74.0,305.0,722.0,64.0,944.0,42.0,46.0,1712.0,16.0,o,3.0,4.0,3.0,2.0,3.0
apache/maven-mvnd,109.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:35,2024-01-25 22:35,7014.0,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26.0,"0,5","0,47368421",Attractive,Attractive -> Attractive,UP,9.0,19.0,10.0,14.0,5.0,154.0,444.0,128.0,490.0,70.0,217.0,10.0,32.0,ba6224e10196e28a1397f2827708f20c0a50cba1,,27.0,31.0,25.0,28.0,2.0,5.0,2.0,4.0,13656.0,14.0,16616.0,++,5.0,low: 8471 *** moderate: 1401 *** high: 705 *** very_high: 210 ***,low: 62.031 *** moderate: 10.259 *** high: 5.163 *** very_high: 1.538 ***,low: 7296 *** moderate: 950 *** high: 1215 *** very_high: 1326 ***,low: 53.427 *** moderate: 6.957 *** high: 8.897 *** very_high: 9.71 ***,-,2.0,o,3.0,125.0,35.0,"0,92",++,5.0,+,4.0,+,4.0,o,3.0,4.0,"12,4227",648.0,77.0,496.0,1277.0,106.0,1574.0,46.0,48.0,2899.0,17.0,+,4.0,4.0,4.0,3.0,4.0
apache/maven-mvnd,110.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:35,2024-01-25 22:35,7014.0,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26.0,"0,42857143","0,20833333",Attractive,Attractive -> Attractive,SAME,5.0,24.0,14.0,11.0,6.0,100.0,544.0,350.0,840.0,50.0,267.0,21.0,53.0,cffc120b641a2f21f52a06e5a91b2dba6bd688c4,,2.0,33.0,1.0,29.0,1.0,6.0,1.0,5.0,15873.0,16.0,19194.0,++,5.0,low: 9506 *** moderate: 1540 *** high: 1255 *** very_high: 227 ***,low: 59.888 *** moderate: 9.702 *** high: 7.907 *** very_high: 1.43 ***,low: 8105 *** moderate: 1292 *** high: 1404 *** very_high: 1727 ***,low: 51.062 *** moderate: 8.14 *** high: 8.845 *** very_high: 10.88 ***,-,2.0,o,3.0,177.0,45.0,"1,12",++,5.0,+,4.0,+,4.0,o,3.0,4.0,"13,984",734.0,76.0,559.0,1391.0,123.0,1812.0,52.0,54.0,3257.0,17.0,+,4.0,4.0,4.0,3.0,4.0
apache/maven-mvnd,111.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:35,2024-01-25 22:35,7014.0,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26.0,"0,36363636","0,4",Attractive,Attractive -> Attractive,SAME,16.0,40.0,11.0,22.0,4.0,115.0,659.0,1073.0,1913.0,52.0,319.0,81.0,134.0,1ec11ab3481f21284c820774d5ac4d05a4001176,,3.0,36.0,3.0,32.0,1.0,7.0,1.0,6.0,12865.0,13.0,15784.0,++,5.0,low: 7758 *** moderate: 1299 *** high: 806 *** very_high: 227 ***,low: 60.303 *** moderate: 10.097 *** high: 6.265 *** very_high: 1.764 ***,low: 6366 *** moderate: 1245 *** high: 1222 *** very_high: 1257 ***,low: 49.483 *** moderate: 9.677 *** high: 9.499 *** very_high: 9.771 ***,-,2.0,o,3.0,138.0,39.0,"1,07",++,5.0,+,4.0,+,4.0,o,3.0,4.0,"15,797",631.0,77.0,485.0,1176.0,110.0,1634.0,36.0,38.0,2848.0,18.0,+,4.0,4.0,4.0,3.0,4.0
apache/maven-mvnd,112.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:35,2024-01-25 22:35,7014.0,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26.0,"0,09090909","0,23076923",Fluctuating,Attractive -> Fluctuating,SAME,12.0,52.0,22.0,16.0,2.0,102.0,761.0,255.0,2168.0,48.0,367.0,30.0,164.0,417ed7ec8b71b32837c4f7a907ee540a3adea5f3,,5.0,41.0,5.0,37.0,2.0,9.0,1.0,7.0,12340.0,12.0,15304.0,++,5.0,low: 7708 *** moderate: 976 *** high: 686 *** very_high: 238 ***,low: 62.464 *** moderate: 7.909 *** high: 5.559 *** very_high: 1.929 ***,low: 6248 *** moderate: 1275 *** high: 1169 *** very_high: 916 ***,low: 50.632 *** moderate: 10.332 *** high: 9.473 *** very_high: 7.423 ***,-,2.0,o,3.0,176.0,49.0,"1,43",++,5.0,+,4.0,+,4.0,o,3.0,4.0,"16,8256",593.0,79.0,471.0,1178.0,98.0,1686.0,24.0,24.0,2888.0,19.0,+,4.0,4.0,4.0,3.0,4.0
sofastack/sofa-bolt,114.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:38,2024-01-25 22:38,7050.0,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26.0,"0,28571429","0,33333333",Attractive,Fluctuating -> Attractive,SAME,11.0,33.0,7.0,16.0,2.0,42.0,211.0,248.0,1483.0,25.0,108.0,111.0,525.0,7815d1058d705fa115d23323e2e525dbfcdcc4da,,14.0,37.0,14.0,37.0,8.0,8.0,8.0,8.0,8898.0,9.0,16841.0,++,5.0,low: 5506 *** moderate: 583 *** high: 363 *** very_high: 0 ***,low: 61.879 *** moderate: 6.552 *** high: 4.08 *** very_high: 0 ***,low: 4834 *** moderate: 527 *** high: 541 *** very_high: 550 ***,low: 54.327 *** moderate: 5.923 *** high: 6.08 *** very_high: 6.181 ***,+,4.0,+,4.0,266.0,48.0,"2,99",++,5.0,+,4.0,+,4.0,+,4.0,4.0,"30,4356",1219.0,72.0,882.0,4126.0,333.0,3712.0,4.0,6.0,7844.0,47.0,o,3.0,4.0,4.0,4.0,4.0
sofastack/sofa-bolt,115.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:38,2024-01-25 22:38,7050.0,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26.0,"0,125","0,05714286",Terminal,Attractive -> Terminal,SAME,2.0,35.0,16.0,4.0,2.0,14.0,225.0,200.0,1683.0,3.0,111.0,75.0,600.0,7815d1058d705fa115d23323e2e525dbfcdcc4da,,3.0,40.0,3.0,40.0,2.0,10.0,0.0,8.0,8898.0,9.0,16841.0,++,5.0,low: 5506 *** moderate: 583 *** high: 363 *** very_high: 0 ***,low: 61.879 *** moderate: 6.552 *** high: 4.08 *** very_high: 0 ***,low: 4834 *** moderate: 527 *** high: 541 *** very_high: 550 ***,low: 54.327 *** moderate: 5.923 *** high: 6.08 *** very_high: 6.181 ***,+,4.0,+,4.0,266.0,48.0,"2,99",++,5.0,+,4.0,+,4.0,+,4.0,4.0,"29,5913",1219.0,72.0,882.0,4126.0,333.0,3712.0,4.0,6.0,7844.0,47.0,o,3.0,4.0,4.0,4.0,4.0
sofastack/sofa-bolt,116.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:38,2024-01-25 22:38,7050.0,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26.0,0,"0,02777778",Terminal,Terminal -> Terminal,SAME,1.0,36.0,4.0,4.0,0.0,21.0,246.0,142.0,1825.0,8.0,119.0,49.0,649.0,9fd4a65f4140734660fcc59943c8811262f0a4fb,,0.0,40.0,0.0,40.0,4.0,14.0,4.0,12.0,9320.0,9.0,17413.0,++,5.0,low: 5902 *** moderate: 586 *** high: 363 *** very_high: 0 ***,low: 63.326 *** moderate: 6.288 *** high: 3.895 *** very_high: 0 ***,low: 5042 *** moderate: 641 *** high: 537 *** very_high: 631 ***,low: 54.099 *** moderate: 6.878 *** high: 5.762 *** very_high: 6.77 ***,+,4.0,o,3.0,299.0,58.0,"3,21",+,4.0,+,4.0,+,4.0,o,3.0,4.0,"31,9095",1250.0,73.0,907.0,4206.0,339.0,3779.0,4.0,6.0,7991.0,46.0,o,3.0,4.0,4.0,4.0,4.0
sofastack/sofa-bolt,117.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:38,2024-01-25 22:38,7050.0,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26.0,"0,5","0,1",Attractive,Terminal -> Attractive,SAME,4.0,40.0,4.0,6.0,2.0,12.0,258.0,114.0,1939.0,4.0,123.0,41.0,690.0,ecf78d0eb093da13935e35f617988c09734a0030,,1.0,41.0,1.0,41.0,0.0,14.0,0.0,12.0,9321.0,9.0,17414.0,++,5.0,low: 5903 *** moderate: 586 *** high: 363 *** very_high: 0 ***,low: 63.33 *** moderate: 6.287 *** high: 3.894 *** very_high: 0 ***,low: 5043 *** moderate: 641 *** high: 537 *** very_high: 631 ***,low: 54.104 *** moderate: 6.877 *** high: 5.761 *** very_high: 6.77 ***,+,4.0,o,3.0,299.0,58.0,"3,21",+,4.0,+,4.0,+,4.0,o,3.0,4.0,"33,3026",1250.0,73.0,907.0,4206.0,339.0,3779.0,4.0,6.0,7991.0,46.0,o,3.0,4.0,4.0,4.0,4.0
sofastack/sofa-bolt,118.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:38,2024-01-25 22:38,7050.0,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26.0,"0,5","0,09090909",Attractive,Attractive -> Attractive,SAME,4.0,44.0,6.0,8.0,3.0,14.0,272.0,93.0,2032.0,10.0,133.0,40.0,730.0,6f76001293f420cfdb15efe2caf9a402ebb30d71,,1.0,42.0,1.0,42.0,0.0,14.0,0.0,12.0,9656.0,10.0,17783.0,++,5.0,low: 6076 *** moderate: 676 *** high: 371 *** very_high: 0 ***,low: 62.925 *** moderate: 7.001 *** high: 3.842 *** very_high: 0 ***,low: 4990 *** moderate: 667 *** high: 806 *** very_high: 660 ***,low: 51.678 *** moderate: 6.908 *** high: 8.347 *** very_high: 6.835 ***,+,4.0,o,3.0,302.0,68.0,"3,13",+,4.0,+,4.0,+,4.0,o,3.0,4.0,"43,1349",1261.0,73.0,917.0,4221.0,340.0,3793.0,4.0,6.0,8020.0,45.0,o,3.0,4.0,4.0,4.0,4.0
sofastack/sofa-bolt,119.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:38,2024-01-25 22:38,7050.0,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26.0,"0,25","0,06382979",Attractive,Attractive -> Attractive,SAME,3.0,47.0,8.0,5.0,2.0,24.0,296.0,102.0,2134.0,12.0,145.0,42.0,772.0,3510e37f50bc0e4cd4a43a90e80a0923458bf400,,6.0,48.0,5.0,47.0,1.0,15.0,0.0,12.0,9682.0,10.0,17809.0,++,5.0,low: 6091 *** moderate: 676 *** high: 379 *** very_high: 0 ***,low: 62.911 *** moderate: 6.982 *** high: 3.914 *** very_high: 0 ***,low: 5005 *** moderate: 667 *** high: 806 *** very_high: 668 ***,low: 51.694 *** moderate: 6.889 *** high: 8.325 *** very_high: 6.899 ***,+,4.0,o,3.0,304.0,68.0,"3,14",+,4.0,+,4.0,+,4.0,o,3.0,4.0,"41,2388",1260.0,73.0,916.0,4220.0,340.0,3794.0,4.0,6.0,8020.0,45.0,o,3.0,4.0,4.0,4.0,4.0
sofastack/sofa-bolt,120.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:38,2024-01-25 22:38,7050.0,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26.0,"0,4","0,11320755",Attractive,Attractive -> Attractive,SAME,6.0,53.0,5.0,8.0,2.0,18.0,314.0,87.0,2221.0,8.0,153.0,30.0,802.0,5d06f7b9b1293b05cc5555fed95aa86c40494ff8,,2.0,50.0,2.0,49.0,0.0,15.0,0.0,12.0,9689.0,10.0,17816.0,++,5.0,low: 6095 *** moderate: 676 *** high: 379 *** very_high: 0 ***,low: 62.906 *** moderate: 6.977 *** high: 3.912 *** very_high: 0 ***,low: 5009 *** moderate: 667 *** high: 806 *** very_high: 668 ***,low: 51.698 *** moderate: 6.884 *** high: 8.319 *** very_high: 6.894 ***,+,4.0,o,3.0,304.0,68.0,"3,14",+,4.0,+,4.0,+,4.0,o,3.0,4.0,"47,7238",1260.0,73.0,916.0,4220.0,340.0,3794.0,4.0,6.0,8020.0,45.0,o,3.0,4.0,4.0,4.0,4.0
hierynomus/sshj,122.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:43,2024-01-25 22:43,7081.0,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26.0,"0,44444444","0,05494505",Stagnant,Fluctuating -> Stagnant,SAME,5.0,91.0,9.0,9.0,4.0,33.0,547.0,120.0,1517.0,5.0,131.0,26.0,347.0,327a4c4c5ba04ce04407669c4dade3f1268e8f6b,,0.0,9.0,0.0,5.0,0.0,8.0,0.0,6.0,16875.0,17.0,24635.0,++,5.0,low: 11178 *** moderate: 564 *** high: 162 *** very_high: 0 ***,low: 66.24 *** moderate: 3.342 *** high: 0.96 *** very_high: 0 ***,low: 10067 *** moderate: 884 *** high: 783 *** very_high: 170 ***,low: 59.656 *** moderate: 5.239 *** high: 4.64 *** very_high: 1.007 ***,+,4.0,++,5.0,169.0,47.0,1,++,5.0,+,5.0,+,4.0,+,4.0,4.0,"88,1542",1494.0,82.0,1219.0,4207.0,232.0,3589.0,43.0,43.0,7839.0,32.0,+,4.0,5.0,4.0,5.0,5.0
hierynomus/sshj,123.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:43,2024-01-25 22:43,7081.0,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26.0,"0,66666667","0,08080808",Attractive,Stagnant -> Attractive,SAME,8.0,99.0,9.0,15.0,6.0,59.0,606.0,119.0,1636.0,20.0,151.0,36.0,383.0,3c85b8691550765604f5c4de5adac6fc1140d03d,,0.0,9.0,0.0,5.0,0.0,8.0,0.0,6.0,17187.0,17.0,25054.0,++,5.0,low: 11343 *** moderate: 600 *** high: 162 *** very_high: 0 ***,low: 65.998 *** moderate: 3.491 *** high: 0.943 *** very_high: 0 ***,low: 10226 *** moderate: 920 *** high: 789 *** very_high: 170 ***,low: 59.498 *** moderate: 5.353 *** high: 4.591 *** very_high: 0.989 ***,+,4.0,++,5.0,169.0,49.0,"0,98",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"88,9278",1511.0,81.0,1231.0,4237.0,237.0,3664.0,43.0,43.0,7944.0,32.0,+,4.0,5.0,4.0,5.0,5.0
hierynomus/sshj,124.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:43,2024-01-25 22:43,7081.0,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26.0,"0,4","0,11607143",Attractive,Attractive -> Attractive,SAME,13.0,112.0,15.0,19.0,6.0,45.0,651.0,126.0,1762.0,13.0,164.0,32.0,415.0,6d7dd741de35db62fdeffa9c0af465611f7bf5a9,,0.0,9.0,0.0,5.0,0.0,8.0,0.0,6.0,17498.0,17.0,25458.0,++,5.0,low: 11395 *** moderate: 777 *** high: 162 *** very_high: 0 ***,low: 65.122 *** moderate: 4.441 *** high: 0.926 *** very_high: 0 ***,low: 10451 *** moderate: 859 *** high: 854 *** very_high: 170 ***,low: 59.727 *** moderate: 4.909 *** high: 4.881 *** very_high: 0.972 ***,+,4.0,++,5.0,151.0,46.0,"0,86",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"94,1268",1519.0,81.0,1236.0,4283.0,240.0,3709.0,43.0,43.0,8035.0,32.0,+,4.0,5.0,4.0,5.0,5.0
hierynomus/sshj,125.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:43,2024-01-25 22:43,7081.0,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26.0,"0,21052632","0,04273504",Terminal,Attractive -> Terminal,SAME,5.0,117.0,19.0,9.0,4.0,40.0,691.0,111.0,1873.0,6.0,170.0,30.0,445.0,0882efb5cbab0e6e86f518a179a6d0a0e844be65,,0.0,9.0,0.0,5.0,0.0,8.0,0.0,6.0,17682.0,18.0,25662.0,++,5.0,low: 11489 *** moderate: 807 *** high: 162 *** very_high: 0 ***,low: 64.976 *** moderate: 4.564 *** high: 0.916 *** very_high: 0 ***,low: 10544 *** moderate: 859 *** high: 804 *** very_high: 251 ***,low: 59.631 *** moderate: 4.858 *** high: 4.547 *** very_high: 1.42 ***,+,4.0,++,5.0,151.0,47.0,"0,85",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"91,3697",1514.0,81.0,1230.0,4274.0,242.0,3739.0,42.0,42.0,8055.0,31.0,+,4.0,5.0,4.0,5.0,5.0
hierynomus/sshj,126.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:43,2024-01-25 22:43,7081.0,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26.0,"0,55555556","0,0859375",Attractive,Terminal -> Attractive,SAME,11.0,128.0,9.0,20.0,5.0,55.0,746.0,121.0,1994.0,30.0,200.0,30.0,475.0,8cf63a96a9dc3e42343dab4a3f0e40c35f535dfb,,0.0,9.0,0.0,5.0,0.0,8.0,0.0,6.0,18413.0,18.0,26705.0,++,5.0,low: 11931 *** moderate: 879 *** high: 162 *** very_high: 0 ***,low: 64.797 *** moderate: 4.774 *** high: 0.88 *** very_high: 0 ***,low: 10928 *** moderate: 942 *** high: 854 *** very_high: 248 ***,low: 59.349 *** moderate: 5.116 *** high: 4.638 *** very_high: 1.347 ***,+,4.0,++,5.0,157.0,47.0,"0,85",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"110,8712",1566.0,81.0,1274.0,4433.0,252.0,3889.0,40.0,40.0,8362.0,31.0,+,4.0,5.0,4.0,5.0,5.0
hierynomus/sshj,127.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:43,2024-01-25 22:43,7081.0,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26.0,"0,2","0,01538462",Terminal,Attractive -> Terminal,SAME,2.0,130.0,20.0,7.0,4.0,34.0,780.0,125.0,2119.0,13.0,213.0,25.0,500.0,3de0302c84d6568656905db0a7f69f492a8f0c22,,0.0,9.0,0.0,5.0,0.0,8.0,0.0,6.0,18508.0,19.0,26807.0,++,5.0,low: 12035 *** moderate: 840 *** high: 162 *** very_high: 0 ***,low: 65.026 *** moderate: 4.539 *** high: 0.875 *** very_high: 0 ***,low: 11024 *** moderate: 911 *** high: 854 *** very_high: 248 ***,low: 59.563 *** moderate: 4.922 *** high: 4.614 *** very_high: 1.34 ***,+,4.0,++,5.0,157.0,47.0,"0,85",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"107,4197",1576.0,82.0,1285.0,4456.0,251.0,3874.0,40.0,40.0,8370.0,31.0,+,4.0,5.0,4.0,5.0,5.0
hierynomus/sshj,128.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 22:43,2024-01-25 22:43,7081.0,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26.0,"0,28571429","0,03703704",Stagnant,Terminal -> Stagnant,SAME,5.0,135.0,7.0,7.0,2.0,35.0,815.0,92.0,2211.0,8.0,221.0,25.0,525.0,6e7fb96d079dce62fcc60a2389efdb157dc1f7fd,,0.0,9.0,0.0,5.0,0.0,8.0,0.0,6.0,18319.0,18.0,26630.0,++,5.0,low: 11978 *** moderate: 842 *** high: 69 *** very_high: 0 ***,low: 65.386 *** moderate: 4.596 *** high: 0.377 *** very_high: 0 ***,low: 11001 *** moderate: 879 *** high: 854 *** very_high: 155 ***,low: 60.052 *** moderate: 4.798 *** high: 4.662 *** very_high: 0.846 ***,+,4.0,++,5.0,157.0,47.0,"0,86",++,5.0,+,5.0,+,4.0,+,4.0,4.0,"106,145",1583.0,82.0,1293.0,4480.0,250.0,3859.0,40.0,40.0,8379.0,31.0,+,4.0,5.0,4.0,5.0,5.0
linkedin/rest.li,130.0,215af4a5-24e9-4a5c-8a89-428cc7fc9a93,2024-01-25 23:14,2024-01-25 23:14,7157.0,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26.0,"0,63333333","0,10169492",Attractive,Attractive -> Attractive,SAME,18.0,177.0,30.0,40.0,19.0,21.0,153.0,69.0,1950.0,17.0,80.0,13.0,378.0,2dfe61756e401d04e9382807dd15fed5110c1437,,1.0,9.0,1.0,6.0,0.0,3.0,0.0,2.0,153846.0,154.0,217445.0,+,4.0,low: 92574 *** moderate: 8901 *** high: 4882 *** very_high: 303 ***,low: 60.173 *** moderate: 5.786 *** high: 3.173 *** very_high: 0.197 ***,low: 74986 *** moderate: 12208 *** high: 10338 *** very_high: 9128 ***,low: 48.741 *** moderate: 7.935 *** high: 6.72 *** very_high: 5.933 ***,-,2.0,+,4.0,4983.0,1247.0,"3,24",+,4.0,+,4.0,o,3.0,o,3.0,3.0,"92,8898",12864.0,77.0,9952.0,37201.0,2716.0,31000.0,196.0,200.0,68401.0,31.0,+,4.0,4.0,3.0,3.0,3.0
