"full_name","id","run_uuid","created_at","updated_at","repository_id","period_start_date","period_end_date","previous_period_start_date","previous_period_end_date","interval_weeks","sticky_metric_score","magnet_metric_score","oss_category","Transition","SIG change","developers_new_current_period","developers_total","developers_with_contributions_previous_period","developers_with_contributions_current_period","developers_with_contributions_previous_and_current_period","issues_count_current_period","issues_count_total","stargazers_count_current_period","stargazers_count_total","pull_requests_count_current_period","pull_requests_count_total","forks_count_current_period","forks_count_total","checkout_sha",,"bugs_current_period","bugs_total","bugs_closed_current_period","bugs_closed_total","support_current_period","support_total","support_closed_current_period","support_closed_total","total_loc","total_kloc","total_lines","sig_volume_ranking","sig_volume_ranking_numeric","loc_complexity_per_risk","percentage_complexity_per_risk","loc_unit_size_per_risk","percentage_unit_size_per_risk","sig_complexity_ranking","sig_complexity_ranking_value","sig_unit_size_ranking","sig_unit_size_ranking_value","duplication_line_count","duplication_block_count","duplication_percentage","sig_duplication_ranking","sig_duplication_ranking_numeric","sig_analysability_ranking","sig_analysability_ranking_numeric","sig_changeability_ranking","sig_changeability_ranking_numeric","sig_testability_ranking","sig_testability_ranking_numeric","sig_overall_ranking_numeric","issues_average_duration_days","comments_total","comments_relevant_percentage","comments_relevant","comments_relevant_loc","comments_copyright","comments_copyright_loc","comments_auxiliary","comments_auxiliary_loc","comments_loc","comments_percentage","sig_comments_ranking","sig_comments_ranking_numeric","sig_analysability_ranking_no_unit_tests","sig_changeability_ranking_no_unit_tests","sig_testability_ranking_no_unit_tests","sig_overall_ranking_numeric_no_unit_tests","prev_sig_analysability_ranking_no_unit_tests","prev_sig_changeability_ranking_no_unit_tests","prev_sig_testability_ranking_no_unit_tests","prev_sig_overall_ranking_numeric_no_unit_tests","prev_oss_category","full_name"
"OpenHFT/Java-Thread-Affinity",236,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:52","2024-01-25 23:52",7906,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,5","0,14285714","Attractive","Attractive -> Attractive","SAME",5,35,6,10,3,6,68,98,1124,3,25,17,254,"a326315a5cd05cc967054d561def5433c723f9d1",,0,4,0,4,0,0,0,0,2492,2,3486,"++",5,"low: 1623 *** moderate: 136 *** high: 0 *** very_high: 0 ***","low: 65.128 *** moderate: 5.457 *** high: 0 *** very_high: 0 ***","low: 1616 *** moderate: 143 *** high: 0 *** very_high: 0 ***","low: 64.848 *** moderate: 5.738 *** high: 0 *** very_high: 0 ***","++",5,"++",5,45,7,"1,81","++",5,"+",5,"++",5,"+",5,5,"150,8254",154,64,99,387,53,609,2,2,998,29,"+",4,5,5,5,5,5,5,5,5,"Attractive","OpenHFT/Java-Thread-Affinity"
"OpenHFT/Java-Thread-Affinity",237,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:52","2024-01-25 23:52",7906,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,4","0,05405405","Stagnant","Attractive -> Stagnant","SAME",2,37,10,7,4,10,78,97,1221,1,26,18,272,"e7f871325f8b46c438b2f9cf5338a442b6b69b35",,0,4,0,4,0,0,0,0,2386,2,3265,"++",5,"low: 1540 *** moderate: 136 *** high: 0 *** very_high: 0 ***","low: 64.543 *** moderate: 5.7 *** high: 0 *** very_high: 0 ***","low: 1533 *** moderate: 143 *** high: 0 *** very_high: 0 ***","low: 64.25 *** moderate: 5.993 *** high: 0 *** very_high: 0 ***","++",5,"++",5,44,7,"1,84","++",5,"+",5,"++",5,"+",5,5,"142,625",139,63,87,322,50,561,2,2,885,27,"+",4,5,5,5,5,5,5,5,5,"Attractive","OpenHFT/Java-Thread-Affinity"
"OpenHFT/Java-Thread-Affinity",238,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:52","2024-01-25 23:52",7906,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,57142857","0,05128205","Stagnant","Stagnant -> Stagnant","SAME",2,39,7,7,4,9,87,134,1355,7,33,20,292,"cec1b7b436ea1e2ce48b067bc66643bb5739cbd2",,0,4,0,4,0,0,0,0,2369,2,3313,"++",5,"low: 1536 *** moderate: 138 *** high: 0 *** very_high: 0 ***","low: 64.837 *** moderate: 5.825 *** high: 0 *** very_high: 0 ***","low: 1531 *** moderate: 143 *** high: 0 *** very_high: 0 ***","low: 64.626 *** moderate: 6.036 *** high: 0 *** very_high: 0 ***","++",5,"++",5,44,7,"1,86","++",5,"+",5,"++",5,"+",5,5,"128,6625",148,66,97,393,50,561,1,1,955,29,"+",4,5,5,5,5,5,5,5,5,"Stagnant","OpenHFT/Java-Thread-Affinity"
"OpenHFT/Java-Thread-Affinity",239,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:52","2024-01-25 23:52",7906,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,"0,42857143","0,025","Stagnant","Stagnant -> Stagnant","SAME",1,40,7,4,3,4,91,85,1440,2,35,18,310,"2ceef30aaaa88678d73f138aaf627921e79cbc83",,0,4,0,4,0,0,0,0,2367,2,3311,"++",5,"low: 1534 *** moderate: 138 *** high: 0 *** very_high: 0 ***","low: 64.808 *** moderate: 5.83 *** high: 0 *** very_high: 0 ***","low: 1529 *** moderate: 143 *** high: 0 *** very_high: 0 ***","low: 64.597 *** moderate: 6.041 *** high: 0 *** very_high: 0 ***","++",5,"++",5,44,7,"1,86","++",5,"+",5,"++",5,"+",5,5,"123,2738",148,66,97,393,50,561,1,1,955,29,"+",4,5,5,5,5,5,5,5,5,"Stagnant","OpenHFT/Java-Thread-Affinity"
"OpenHFT/Java-Thread-Affinity",240,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:52","2024-01-25 23:52",7906,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,"0,75",0,"Stagnant","Stagnant -> Stagnant","SAME",0,40,4,4,3,7,98,105,1545,3,38,10,320,"c3a83b32ff2ce3da99c631fbc56d2dd8322c15ea",,0,4,0,4,0,0,0,0,2400,2,3395,"++",5,"low: 1554 *** moderate: 148 *** high: 0 *** very_high: 0 ***","low: 64.75 *** moderate: 6.167 *** high: 0 *** very_high: 0 ***","low: 1522 *** moderate: 180 *** high: 0 *** very_high: 0 ***","low: 63.417 *** moderate: 7.5 *** high: 0 *** very_high: 0 ***","++",5,"++",5,44,7,"1,83","++",5,"+",5,"++",5,"+",5,5,"148,7917",151,64,97,393,53,612,1,1,1006,30,"+",4,5,5,5,5,5,5,5,5,"Stagnant","OpenHFT/Java-Thread-Affinity"
"indigo-dc/im-java-api",241,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:54","2024-01-25 23:54",8989,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,5",0,"Stagnant",,,0,7,2,1,1,2,53,0,2,1,47,0,0,"e15cdc457c4501e3b47d2be8d81f8368e2eea9cd",,0,0,0,0,0,0,0,0,2036,2,3825,"++",5,"low: 1266 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.181 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 1266 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.181 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,4,"0,29","++",5,"+",5,"+",4,"+",4,4,"1,434",197,64,127,767,68,1020,2,2,1789,47,"o",3,5,4,5,5,,,,,,"indigo-dc/im-java-api"
"indigo-dc/im-java-api",242,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:54","2024-01-25 23:54",8989,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,0,"0,125","Fluctuating","Stagnant -> Fluctuating","SAME",1,8,1,1,0,9,62,0,2,6,53,0,0,"e4fae12ebac15e0f296a603437aecd9af0eef00c",,1,1,1,1,0,0,0,0,2084,2,3921,"++",5,"low: 1304 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.572 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 1304 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.572 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,4,"0,29","++",5,"+",5,"+",4,"+",4,4,"1,3333",204,65,133,800,69,1035,2,2,1837,47,"o",3,5,4,5,5,5,4,5,5,"Stagnant","indigo-dc/im-java-api"
"indigo-dc/im-java-api",243,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:54","2024-01-25 23:54",8989,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,1,"0,2","Attractive","Fluctuating -> Attractive","SAME",2,10,1,3,1,4,66,0,2,4,57,0,0,"1b1a5a9f9cd4ca6613da08d6b48d0f0e82ca9a90",,0,1,0,1,0,0,0,0,2084,2,3921,"++",5,"low: 1304 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.572 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 1304 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.572 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,4,"0,29","++",5,"+",5,"+",4,"+",4,4,"1,2813",204,65,133,800,69,1035,2,2,1837,47,"o",3,5,4,5,5,5,4,5,5,"Fluctuating","indigo-dc/im-java-api"
"indigo-dc/im-java-api",244,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:54","2024-01-25 23:54",8989,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,66666667",0,"Stagnant","Attractive -> Stagnant","SAME",0,10,3,2,2,1,67,0,2,1,58,0,0,"343f5e1d4f6eab60a35b7805c38459771be3d12e",,0,1,0,1,0,0,0,0,2084,2,3921,"++",5,"low: 1304 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.572 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 1304 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.572 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,4,"0,29","++",5,"+",5,"+",4,"+",4,4,"1,2615",204,65,133,800,69,1035,2,2,1837,47,"o",3,5,4,5,5,5,4,5,5,"Attractive","indigo-dc/im-java-api"
"indigo-dc/im-java-api",245,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:54","2024-01-25 23:54",8989,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,5",0,"Stagnant","Stagnant -> Stagnant","SAME",0,10,2,1,1,1,68,0,2,1,59,0,0,"343f5e1d4f6eab60a35b7805c38459771be3d12e",,0,1,0,1,0,0,0,0,2084,2,3921,"++",5,"low: 1304 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.572 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 1304 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.572 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,4,"0,29","++",5,"+",5,"+",4,"+",4,4,"1,2615",204,65,133,800,69,1035,2,2,1837,47,"o",3,5,4,5,5,5,4,5,5,"Stagnant","indigo-dc/im-java-api"
"indigo-dc/im-java-api",246,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:54","2024-01-25 23:54",8989,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,0,0,"Terminal","Stagnant -> Terminal","SAME",0,10,1,0,0,0,68,0,2,0,59,0,0,"343f5e1d4f6eab60a35b7805c38459771be3d12e",,0,1,0,1,0,0,0,0,2084,2,3921,"++",5,"low: 1304 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.572 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 1304 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.572 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,4,"0,29","++",5,"+",5,"+",4,"+",4,4,"1,2615",204,65,133,800,69,1035,2,2,1837,47,"o",3,5,4,5,5,5,4,5,5,"Stagnant","indigo-dc/im-java-api"
"indigo-dc/im-java-api",247,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:54","2024-01-25 23:54",8989,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,0,0,"Terminal","Terminal -> Terminal","SAME",0,10,0,1,0,1,69,0,2,1,60,0,0,"10d547d2de03f80d30e23b7dcdaaf1de6545cd1a",,0,1,0,1,0,0,0,0,2140,2,4037,"++",5,"low: 1332 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.243 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 1332 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.243 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,4,"0,28","++",5,"+",5,"+",4,"+",4,4,"6,3433",208,64,133,800,73,1095,2,2,1897,47,"o",3,5,4,5,5,5,4,5,5,"Terminal","indigo-dc/im-java-api"
"indigo-dc/im-java-api",248,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:54","2024-01-25 23:54",8989,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,1,0,"Stagnant","Terminal -> Stagnant","SAME",0,10,1,2,1,3,72,0,2,3,63,0,0,"90f47002d49a51030a3162cee7c5294385812461",,0,1,0,1,0,0,0,0,2140,2,4037,"++",5,"low: 1332 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.243 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 1332 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 62.243 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,6,4,"0,28","++",5,"+",5,"+",4,"+",4,4,"36,3333",208,64,133,800,73,1095,2,2,1897,47,"o",3,5,4,5,5,5,4,5,5,"Terminal","indigo-dc/im-java-api"
"reactor/lite-rx-api-hands-on",249,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:55","2024-01-25 23:55",7917,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,0,"0,13888889","Fluctuating",,,5,36,3,6,0,14,66,94,547,13,48,74,425,"8b1c6a755545b1c5b4e0deb9462ac715a606e1f2",,0,1,0,1,0,0,0,0,395,0,603,"++",5,"low: 268 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.848 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 268 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.848 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"26,3115",103,47,48,48,14,119,41,41,208,34,"+",4,5,5,5,5,,,,,,"reactor/lite-rx-api-hands-on"
"reactor/lite-rx-api-hands-on",250,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:55","2024-01-25 23:55",7917,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,16666667","0,07692308","Fluctuating","Fluctuating -> Fluctuating","SAME",3,39,6,4,1,4,70,92,639,3,51,75,500,"ad96649e72204660ac96bb59614d4a2f0754a7d8",,0,1,0,1,0,0,0,0,396,0,604,"++",5,"low: 268 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.677 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 268 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.677 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"39,7727",103,47,48,48,14,119,41,41,208,34,"+",4,5,5,5,5,5,5,5,5,"Fluctuating","reactor/lite-rx-api-hands-on"
"reactor/lite-rx-api-hands-on",251,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:55","2024-01-25 23:55",7917,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,0,"0,04878049","Terminal","Fluctuating -> Terminal","SAME",2,41,4,2,0,2,72,79,718,2,53,64,564,"356d9280f227b05ecfed497a50170c0f3e8b3d2f",,0,1,0,1,0,0,0,0,396,0,604,"++",5,"low: 268 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.677 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 268 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.677 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"39,7681",103,47,48,48,14,119,41,41,208,34,"+",4,5,5,5,5,5,5,5,5,"Fluctuating","reactor/lite-rx-api-hands-on"
"reactor/lite-rx-api-hands-on",252,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:55","2024-01-25 23:55",7917,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,0,"0,06818182","Fluctuating","Terminal -> Fluctuating","SAME",3,44,2,3,0,8,80,57,775,6,59,61,625,"7525e5a209ce1037f09d6fe17dd61391892c32fb",,0,1,0,1,0,0,0,0,400,0,610,"++",5,"low: 271 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.75 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 271 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.75 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"35,9481",105,47,49,49,14,119,42,42,210,34,"+",4,5,5,5,5,5,5,5,5,"Terminal","reactor/lite-rx-api-hands-on"
"reactor/lite-rx-api-hands-on",253,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:55","2024-01-25 23:55",7917,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,33333333","0,08333333","Attractive","Fluctuating -> Attractive","SAME",4,48,3,5,1,5,85,59,834,3,62,58,683,"1c27b0490d33a68c7ebbb0305c980162b2c656e5",,1,2,1,2,1,1,1,1,400,0,610,"++",5,"low: 271 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.75 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 271 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.75 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"43,7952",105,47,49,49,14,119,42,42,210,34,"+",4,5,5,5,5,5,5,5,5,"Fluctuating","reactor/lite-rx-api-hands-on"
"reactor/lite-rx-api-hands-on",254,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:55","2024-01-25 23:55",7917,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,2",0,"Terminal","Attractive -> Terminal","SAME",0,48,5,1,1,0,85,41,875,0,62,45,728,"ef6e2a154ea6ea61f8f4484e57b3d3dd68f39b55",,0,2,0,2,0,1,0,1,400,0,610,"++",5,"low: 271 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.75 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 271 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.75 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"44,869",105,47,49,49,14,119,42,42,210,34,"+",4,5,5,5,5,5,5,5,5,"Attractive","reactor/lite-rx-api-hands-on"
"reactor/lite-rx-api-hands-on",255,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:55","2024-01-25 23:55",7917,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,0,"0,07692308","Fluctuating","Terminal -> Fluctuating","SAME",4,52,1,5,0,7,92,57,932,6,68,47,775,"496750b8750e0c25b619a12bea7ee8e2f3c2d472",,0,2,0,2,0,1,0,1,400,0,610,"++",5,"low: 271 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.75 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 271 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.75 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"42,3708",105,47,49,49,14,119,42,42,210,34,"+",4,5,5,5,5,5,5,5,5,"Terminal","reactor/lite-rx-api-hands-on"
"reactor/lite-rx-api-hands-on",256,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-25 23:55","2024-01-25 23:55",7917,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,0,0,"Terminal","Fluctuating -> Terminal","SAME",0,52,5,0,0,1,93,38,970,0,68,37,812,"496750b8750e0c25b619a12bea7ee8e2f3c2d472",,0,2,0,2,0,1,0,1,400,0,610,"++",5,"low: 271 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.75 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 271 *** moderate: 0 *** high: 0 *** very_high: 0 ***","low: 67.75 *** moderate: 0 *** high: 0 *** very_high: 0 ***","++",5,"++",5,0,0,0,"++",5,"+",5,"++",5,"+",5,5,"41,9111",105,47,49,49,14,119,42,42,210,34,"+",4,5,5,5,5,5,5,5,5,"Fluctuating","reactor/lite-rx-api-hands-on"
"jfree/jfreechart",257,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 00:16","2024-01-26 00:16",7947,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,28571429","0,11627907","Attractive",,,5,43,7,7,2,15,125,80,402,7,48,29,161,"466a1ae95df24024d92dab6ddd66bba095ceb511",,0,0,0,0,0,0,0,0,92509,93,200684,"+",4,"low: 58218 *** moderate: 10752 *** high: 7158 *** very_high: 855 ***","low: 62.932 *** moderate: 11.623 *** high: 7.738 *** very_high: 0.924 ***","low: 49426 *** moderate: 8016 *** high: 7747 *** very_high: 11794 ***","low: 53.428 *** moderate: 8.665 *** high: 8.374 *** very_high: 12.749 ***","-",2,"-",2,8507,1962,"9,2","o",3,"o",4,"o",3,"-",3,3,"85,0962",13408,94,12629,76593,635,29693,144,144,106430,53,"++",5,4,3,2,3,,,,,,"jfree/jfreechart"
"jfree/jfreechart",258,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 00:16","2024-01-26 00:16",7947,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,14285714","0,02272727","Terminal","Attractive -> Terminal","SAME",1,44,7,2,1,13,138,41,443,3,51,22,183,"dc6b0cfe42e3c4f9c671219a32f31a3cc69fb263",,0,0,0,0,0,0,0,0,92512,93,200687,"+",4,"low: 58222 *** moderate: 10752 *** high: 7157 *** very_high: 855 ***","low: 62.935 *** moderate: 11.622 *** high: 7.736 *** very_high: 0.924 ***","low: 49430 *** moderate: 8016 *** high: 7747 *** very_high: 11793 ***","low: 53.431 *** moderate: 8.665 *** high: 8.374 *** very_high: 12.748 ***","-",2,"-",2,8507,1962,"9,2","o",3,"o",4,"o",3,"-",3,3,"89,5614",13408,94,12629,76593,635,29693,144,144,106430,53,"++",5,4,3,2,3,4,3,2,3,"Attractive","jfree/jfreechart"
"jfree/jfreechart",259,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 00:16","2024-01-26 00:16",7947,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,5","0,08333333","Attractive","Terminal -> Attractive","SAME",4,48,2,8,1,28,166,51,494,8,59,32,215,"6318f70b49aa54e37ff32b3b364785769749b806",,0,0,0,0,0,0,0,0,92564,93,196764,"+",4,"low: 58212 *** moderate: 10610 *** high: 7289 *** very_high: 822 ***","low: 62.888 *** moderate: 11.462 *** high: 7.875 *** very_high: 0.888 ***","low: 49370 *** moderate: 8168 *** high: 7647 *** very_high: 11748 ***","low: 53.336 *** moderate: 8.824 *** high: 8.261 *** very_high: 12.692 ***","-",2,"-",2,8023,1903,"8,67","o",3,"o",4,"o",3,"-",3,3,"155,6395",13431,94,12658,76936,635,25384,138,138,102458,52,"++",5,4,3,2,3,4,3,2,3,"Terminal","jfree/jfreechart"
"jfree/jfreechart",260,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 00:16","2024-01-26 00:16",7947,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,5","0,11111111","Attractive","Attractive -> Attractive","SAME",6,54,8,10,4,33,199,86,580,18,77,32,247,"461625fd1f7242a1223f8e73716e9f2b4e9fd8a5",,0,0,0,0,0,0,0,0,92014,92,196244,"+",4,"low: 58180 *** moderate: 10613 *** high: 6781 *** very_high: 822 ***","low: 63.23 *** moderate: 11.534 *** high: 7.37 *** very_high: 0.893 ***","low: 49383 *** moderate: 8180 *** high: 7592 *** very_high: 11241 ***","low: 53.669 *** moderate: 8.89 *** high: 8.251 *** very_high: 12.217 ***","-",2,"-",2,7941,1866,"8,63","o",3,"o",4,"o",3,"-",3,3,"211,3182",13421,94,12653,77226,634,25113,134,134,102473,52,"++",5,4,3,2,3,4,3,2,3,"Attractive","jfree/jfreechart"
"jfree/jfreechart",261,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 00:16","2024-01-26 00:16",7947,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,3","0,1147541","Attractive","Attractive -> Attractive","SAME",7,61,10,10,3,34,233,99,679,13,90,24,271,"5aac9ae42147d34fe175e29af3993172e9c9080a",,0,0,0,0,0,0,0,0,91971,92,192089,"+",4,"low: 58411 *** moderate: 10401 *** high: 6907 *** very_high: 662 ***","low: 63.51 *** moderate: 11.309 *** high: 7.51 *** very_high: 0.72 ***","low: 49603 *** moderate: 8088 *** high: 7762 *** very_high: 10928 ***","low: 53.933 *** moderate: 8.794 *** high: 8.44 *** very_high: 11.882 ***","-",2,"-",2,7983,1861,"8,68","o",3,"o",4,"o",3,"-",3,3,"193,2968",13437,94,12687,75563,633,22680,117,117,98360,51,"++",5,4,3,2,3,4,3,2,3,"Attractive","jfree/jfreechart"
"jfree/jfreechart",262,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 00:16","2024-01-26 00:16",7947,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,2","0,15277778","Fluctuating","Attractive -> Fluctuating","SAME",11,72,10,14,2,32,265,86,765,17,107,37,308,"768e0502995a9c55a48fc26d579fe5128ad43539",,0,0,0,0,0,0,0,0,91999,92,192117,"+",4,"low: 58437 *** moderate: 10401 *** high: 6907 *** very_high: 662 ***","low: 63.519 *** moderate: 11.306 *** high: 7.508 *** very_high: 0.72 ***","low: 49629 *** moderate: 8088 *** high: 7762 *** very_high: 10928 ***","low: 53.945 *** moderate: 8.791 *** high: 8.437 *** very_high: 11.878 ***","-",2,"-",2,7976,1859,"8,67","o",3,"o",4,"o",3,"-",3,3,"179,3412",13437,94,12687,75563,633,22680,117,117,98360,51,"++",5,4,3,2,3,4,3,2,3,"Attractive","jfree/jfreechart"
